FIRE_YEAR,IGNITN_DT,LATITUDE,LONGITUDE,CURRENT_SZ
2025,2025-06-16,51.7923,-121.9793,0.009
2025,2025-06-13,49.0039,-116.8628,0.2
2025,2025-07-31,53.2422,-121.5406,0.06
2025,2025-08-27,50.2403,-123.3052,0.009
2025,2025-08-06,50.0535,-123.9968,0.009
2025,2025-08-07,50.1108,-123.9144,0.3
2025,2025-08-30,50.7776,-124.4191,15.0
2025,2025-09-01,50.2666,-124.4251,0.009
2025,2025-08-04,49.7494,-117.7574,0.022
2025,2025-07-30,54.4392,-126.4627,0.03
2025,2025-04-23,59.7087,-124.0979,0.009
2025,2025-05-26,59.2478,-121.7532,17.0
2025,2023-05-01,59.344,-122.1785,280461.0
2025,2025-05-26,58.4746,-120.553,76.6
2025,2025-03-31,58.2347,-121.6738,118.26
2025,2025-05-28,58.3728,-120.7117,1660.84
2025,2025-03-31,58.383,-120.7397,49.35
2025,2025-05-09,59.3754,-122.9067,0.2
2025,2025-05-27,59.1991,-122.9329,0.2
2025,2025-05-26,59.2446,-120.4087,163.02
2025,2025-05-15,58.8093,-121.8483,1.7
2025,2025-06-06,59.0003,-122.4858,0.009
2025,2025-05-27,59.1598,-120.4276,0.01
2025,2025-05-27,59.38,-120.428,0.0
2025,2025-05-21,59.323,-122.1243,0.0
2025,2025-06-30,59.1147,-122.3859,1.8
2025,2024-04-01,59.2715,-122.2835,0.0
2025,2025-04-01,59.2901,-120.1144,0.0
2025,2025-04-01,59.3663,-120.4686,0.0
2025,2025-05-31,59.1984,-122.9742,0.42
2025,2025-05-27,58.4176,-121.1458,4138.3
2025,2025-03-31,58.3839,-120.8721,152.08
2025,2025-04-01,59.8764,-121.9447,0.0
2025,2024-05-01,59.4658,-123.1238,17.09
2025,2025-06-01,59.3046,-122.0347,0.0
2025,2024-05-01,59.4235,-122.8976,38.18
2025,2025-04-01,59.3125,-122.3037,0.0
2025,2025-05-28,58.2515,-121.8555,12444.61
2025,2025-05-27,58.0248,-121.6888,1885.4
2025,2024-04-01,59.31,-120.42,0.0
2025,2025-04-01,59.6552,-121.7276,0.0
2025,2025-08-30,49.4992,-118.4732,1.6
2025,2025-07-02,49.9098,-117.373,0.01
2025,2025-08-31,50.1207,-123.3485,0.88
2025,2025-09-01,52.6007,-125.5638,3.0
2025,2025-08-01,49.0998,-118.862,3.6
2025,2025-08-31,52.4642,-124.7991,0.1
2025,2025-08-30,49.0534,-124.3278,2.57
2025,2025-10-19,49.7927,-126.415,0.009
2025,2025-08-30,49.7794,-126.1731,0.009
2025,2025-06-14,52.0663,-121.8186,0.009
2025,2025-06-14,52.113,-122.2399,0.3
2025,2025-08-04,51.989,-121.6284,0.6
2025,2025-08-04,51.7745,-121.9011,0.009
2025,2025-08-10,51.9192,-121.8253,2.0
2025,2025-08-23,52.4373,-122.1191,0.3
2025,2025-06-12,51.2018,-122.1136,0.1
2025,2025-08-06,52.6376,-122.4796,0.009
2025,2025-08-27,49.8735,-123.0528,0.2
2025,2025-07-31,52.7714,-124.704,190.0
2025,2025-07-31,53.1071,-121.4157,0.009
2025,2025-05-29,49.6383,-119.8063,0.009
2025,2025-05-25,49.5969,-120.4485,0.009
2025,2025-05-19,57.4485,-123.1818,149504.8
2025,2025-06-15,51.2782,-121.4865,0.37
2025,2025-06-20,52.5575,-121.3535,0.009
2025,2025-06-08,51.0336,-116.299,2.65
2025,2025-07-16,50.9095,-118.7461,0.01
2025,2025-07-30,53.311,-123.7048,0.87
2025,2025-07-31,53.3503,-123.9761,0.009
2025,2025-08-11,49.1943,-116.5048,0.04
2025,2025-07-30,50.5717,-119.4772,0.009
2025,2025-08-06,49.4574,-119.3544,0.009
2025,2025-08-04,49.3018,-117.6802,0.009
2025,2025-07-04,49.7049,-117.383,0.55
2025,2025-08-02,52.3497,-122.0484,0.3
2025,2025-08-27,50.7211,-116.7104,490.0
2025,2025-07-23,49.3114,-121.9719,0.7
2025,2025-08-31,49.2425,-120.9762,1651.0
2025,2025-07-30,54.1623,-125.1832,0.009
2025,2025-08-29,49.2903,-119.1226,0.3
2025,2025-07-31,55.051,-121.896,0.01
2025,2025-09-02,49.6389,-122.6554,0.7
2025,2025-08-01,52.5693,-123.005,0.009
2025,2025-07-30,49.2285,-118.7647,0.1
2025,2025-08-02,49.1967,-117.829,0.07
2025,2025-06-25,49.6218,-117.0781,0.01
2025,2025-08-29,49.3057,-117.0252,0.0
2025,2025-09-17,55.1328,-120.3883,0.009
2025,2025-08-28,50.1846,-116.1419,0.5
2025,2025-08-27,49.0794,-121.1788,625.0
2025,2025-09-11,49.2631,-121.3733,4.0
2025,2025-07-22,49.9629,-121.4763,0.009
2025,2025-07-31,54.4458,-123.8864,0.01
2025,2025-07-30,54.5878,-125.0113,0.5
2025,2025-07-31,54.3096,-122.7815,0.009
2025,2025-08-15,51.9526,-121.9604,0.009
2025,2025-07-31,52.5954,-122.882,8.6
2025,2025-07-31,49.122,-119.0667,0.19
2025,2025-08-29,50.2548,-122.5585,530.0
2025,2025-08-11,53.4115,-124.0199,0.3
2025,2025-07-31,53.3106,-123.743,7.2
2025,2025-09-07,49.2796,-117.7977,0.01
2025,2025-08-28,53.0205,-125.1022,0.009
2025,2025-09-03,49.1001,-116.776,0.1
2025,2025-06-18,56.5311,-128.1746,0.009
2025,2025-08-29,50.2786,-122.7938,0.06
2025,2025-09-01,52.4089,-122.4334,0.009
2025,2025-08-02,51.6628,-122.0725,0.18
2025,2025-07-19,49.0244,-117.918,0.04
2025,2025-08-31,49.7666,-120.7305,0.009
2025,2025-08-29,51.9966,-118.5585,0.04
2025,2025-08-27,50.2628,-123.3231,0.06
2025,2025-08-30,49.8405,-125.6056,0.009
2025,2025-08-29,49.3085,-116.9851,773.0
2025,2025-07-31,49.0948,-118.7732,0.009
2025,2025-08-29,49.7801,-120.8517,0.2
2025,2025-08-29,49.669,-120.9045,0.009
2025,2025-09-08,49.6374,-115.0914,0.1
2025,2025-08-27,50.3301,-123.0866,5.0
2025,2025-08-29,50.2961,-122.9348,64.0
2025,2025-08-31,49.8159,-126.2379,0.009
2025,2025-06-11,51.2091,-118.2513,0.6
2025,2025-09-13,49.3802,-115.382,0.009
2025,2025-08-29,50.1991,-122.9728,0.25
2025,2025-08-01,49.0228,-118.8168,0.6
2025,2025-07-31,49.2897,-118.901,0.1
2025,2025-08-05,51.9446,-121.9715,0.04
2025,2025-08-02,52.4708,-121.3579,0.009
2025,2025-08-01,49.0531,-118.603,0.1
2025,2025-07-30,50.7144,-117.6739,0.23
2025,2025-07-31,49.3888,-117.2483,0.009
2025,2025-08-29,49.5831,-119.9333,0.3
2025,2025-09-07,49.4187,-120.3477,0.01
2025,2025-09-07,49.3462,-120.3077,0.3
2025,2025-08-30,53.0433,-121.671,2.1
2025,2025-09-09,50.5617,-118.3616,0.009
2025,2025-05-29,50.3278,-118.154,1.6
2025,2025-08-31,49.6773,-117.5771,0.3
2025,2025-08-29,50.2732,-122.8578,0.009
2025,2025-08-01,49.3195,-118.642,0.22
2025,2025-09-04,50.2803,-122.6849,0.04
2025,2025-07-14,49.835,-122.267,7.28
2025,2025-07-30,52.5529,-122.7253,0.6
2025,2025-08-29,49.7804,-120.712,0.009
2025,2025-08-30,52.1685,-123.8451,2.79
2025,2025-09-07,50.4675,-122.9907,0.009
2025,2025-08-29,49.2898,-119.0551,0.2
2025,2025-06-11,50.0882,-117.5119,0.009
2025,2025-07-21,50.3712,-122.7805,0.009
2025,2025-05-18,55.178,-120.2754,26195.3
2025,2025-08-02,49.7448,-116.9833,0.009
2025,2025-07-30,49.0367,-121.1509,0.14
2025,2025-08-30,49.7465,-120.936,0.009
2025,2025-06-18,59.0055,-127.9353,1.11
2025,2025-07-02,50.6496,-117.425,1.0
2025,2025-07-30,53.0278,-123.5071,0.85
2025,2025-08-09,52.0575,-121.4484,0.18
2025,2025-08-29,52.4818,-121.3833,0.009
2025,2024-04-01,59.3052,-122.0548,0.0
2025,2025-04-01,58.8159,-121.8289,8.9
2025,2025-04-01,58.8166,-121.7912,9.92
2025,2025-04-01,59.741,-121.577,0.0
2025,2025-05-02,59.3444,-122.1704,0.0
2025,2025-05-27,58.2558,-121.5936,27.9
2025,2025-05-27,58.764,-120.9158,772.0
2025,2025-03-31,58.1662,-120.312,30.1
2025,2025-03-31,58.1531,-120.3764,8.6
2025,2023-05-01,58.7607,-121.2344,7.18
2025,2025-05-01,59.2334,-122.8718,67.97
2025,2025-06-05,58.7221,-121.1703,137.95
2025,2025-05-28,58.3317,-120.2428,135.57
2025,2025-05-11,59.0531,-121.5954,4.0
2025,2025-06-05,58.408,-120.825,0.2
2025,2025-05-27,59.6301,-120.7777,2.217
2025,2025-03-31,58.1281,-121.5741,0.009
2025,2024-05-01,59.3912,-122.8261,3.32
2025,2025-05-02,59.1351,-122.6396,3427.73
2025,2025-04-01,59.2946,-122.2693,0.0
2025,2025-05-27,57.6493,-122.4888,1.0
2025,2025-05-03,59.4876,-123.1884,3.2
2025,2025-05-11,58.3694,-121.011,7583.6
2025,2025-04-01,59.0517,-121.2683,57.4
2025,2025-04-24,59.7717,-123.9934,0.01
2025,2025-04-01,59.3247,-122.1272,0.0
2025,2024-05-01,59.3569,-122.8838,0.0
2025,2024-05-01,59.0185,-122.4546,7.35
2025,2024-04-01,59.2382,-122.1838,0.0
2025,2025-05-25,59.4315,-121.4563,2095.0
2025,2025-07-21,49.205,-122.1628,0.1
2025,2025-06-30,50.7828,-119.7115,33.4
2025,2025-10-04,49.8856,-120.4632,0.009
2025,2025-07-11,49.1431,-120.5044,3135.2
2025,2025-10-04,49.6376,-116.981,0.009
2025,2025-09-19,49.6178,-117.0762,0.009
2025,2025-08-01,51.7999,-121.4476,0.075
2025,2025-10-18,49.1259,-119.2399,0.3
2025,2025-09-28,49.2267,-115.1165,0.1
2025,2025-09-12,49.4662,-119.4867,0.078
2025,2025-07-18,50.4895,-119.6225,0.67
2025,2025-07-31,49.2796,-122.665,0.15
2025,2025-09-18,50.2297,-119.4094,1.42
2025,2025-10-13,50.2404,-119.1347,7.7
2025,2025-06-09,49.5542,-116.7903,0.009
2025,2025-06-10,49.5957,-116.7967,1.55
2025,2025-04-22,50.149,-121.0193,0.009
2025,2025-08-17,50.2088,-119.31,103.0
2025,2025-09-25,49.7558,-119.8251,383.0
2025,2025-07-11,49.4538,-120.4554,21.7
2025,2025-09-25,50.5569,-116.0833,0.009
2025,2025-07-02,50.1997,-119.1747,0.08
2025,2025-07-01,50.5511,-120.0981,0.009
2025,2025-07-11,49.1386,-120.2881,67.0
2025,2025-05-11,59.6547,-126.9197,0.5
2025,2025-07-12,49.6961,-125.0031,0.009
2025,2025-09-06,50.2656,-119.2922,0.1
2025,2025-09-06,50.4178,-115.8631,0.1
2025,2025-08-25,49.4956,-119.5401,0.85
2025,2025-07-14,49.9841,-125.444,0.3
2025,2025-04-23,49.4668,-117.4187,0.009
2025,2026-02-07,50.7828,-119.2813,0.009
2025,2025-07-30,49.2951,-124.605,588.0
2025,2025-09-10,49.4895,-115.8724,0.009
2025,2025-07-16,50.2516,-118.7194,0.009
2025,2025-07-31,49.8982,-125.2759,0.009
2025,2025-08-24,49.1081,-124.0302,8.6
2025,2025-06-16,50.2284,-122.9282,0.009
2025,2025-04-14,54.6182,-126.901,0.4
2025,2025-04-24,50.0402,-119.4049,0.009
2025,2025-06-15,50.4361,-118.493,0.09
2025,2025-07-12,49.092,-118.4856,8.4
2025,2025-09-09,50.2667,-120.4227,17.4
2025,2025-07-30,55.2524,-127.7221,12.7
2025,2025-06-30,50.2362,-121.5907,5.73
2025,2025-05-29,49.9686,-115.74,8.65
2025,2025-08-28,49.7097,-121.0401,2904.3
2025,2025-06-18,49.3884,-124.6507,0.41
2025,2025-09-08,50.5198,-121.7013,0.3
2025,2025-06-11,50.579,-118.8325,0.28
2025,2025-06-19,52.0803,-122.0017,0.009
2025,2025-08-05,49.4443,-117.4761,0.009
2025,2025-09-19,49.877,-115.8251,0.009
2025,2025-07-09,50.6815,-117.9683,0.009
2025,2025-10-14,49.9357,-116.906,0.009
2025,2025-04-24,49.4416,-117.2685,0.4
2025,2025-07-08,50.0763,-120.77,0.3
2025,2025-04-17,49.4318,-117.5399,0.25
2025,2025-06-10,51.9544,-118.0155,0.2
2025,2025-04-16,51.5977,-121.0664,34.96
2025,2025-07-01,50.6464,-117.4396,1.08
2025,2025-08-03,54.9842,-128.3553,1.91
2025,2025-06-20,50.5536,-119.3404,0.009
2025,2025-04-10,51.163,-121.9503,0.009
2025,2025-08-02,49.5547,-120.7293,0.009
2025,2025-05-28,58.7368,-124.5919,80842.15
2025,2026-03-12,50.111,-124.6995,0.009
2025,2026-03-18,51.606,-122.2335,7.5
2025,2025-04-05,55.6263,-128.1188,1.54
2025,2026-03-16,50.5273,-122.4817,0.1
2025,2025-09-05,55.4997,-127.8085,0.009
2025,2025-10-16,55.0299,-126.8269,0.04
2025,2025-08-29,52.432,-120.7902,700.0
2025,2026-03-03,51.2777,-121.6073,0.95
2025,2025-06-19,59.1218,-128.5623,835.78
2025,2025-06-08,55.2447,-127.6529,0.009
2025,2025-09-01,59.9581,-127.9106,0.009
2025,2026-03-23,51.335,-122.314,28.0
2025,2025-06-20,59.81,-133.7375,2037.0
2025,2025-04-05,55.5685,-127.8994,3.23
