YEAR,MONTH,DAY,LATITUDE,LONGITUDE,SIZE_HA,CAUSE
2018,4,28,55.986,-120.6166,0.009,H
2018,4,29,56.1201,-120.0416,1.5,H
2013,5,6,55.3225,-123.0938,0.6,H
2013,8,5,55.5246,-123.391,0.009,H
2013,8,29,55.9776,-123.813,0.7,H
2017,6,27,55.5295,-123.6453,11.0,N
2017,7,7,55.2503,-123.2702,0.009,N
2017,8,29,55.8868,-124.1715,37.2,N
2017,9,1,55.3252,-123.0882,0.009,H
2015,5,27,55.9634,-123.7722,31.0,N
2015,8,18,55.4013,-123.1509,0.009,H
2019,5,12,56.4121,-124.3715,4.06,H
2019,5,26,56.4197,-124.3792,12.5,H
2017,7,7,56.5363,-124.619,0.7,N
2017,7,8,56.1722,-125.2887,0.009,N
2017,7,20,55.6637,-124.4826,0.009,H
2017,8,27,56.2224,-125.4497,0.0,H
2017,8,29,56.4506,-125.7361,2.0,H
2017,8,31,55.877,-124.2428,0.01,N
2017,9,7,56.4464,-125.7426,0.009,H
2015,7,6,56.3308,-125.0809,0.3,N
2015,7,7,56.2707,-125.1333,0.2,N
2015,7,9,56.2865,-125.1926,0.009,N
2015,6,16,56.1581,-129.0366,8.2,N
2016,8,21,55.4671,-127.8982,0.009,N
2015,5,16,55.4352,-127.739,0.009,H
2015,5,16,55.5388,-128.9874,0.05,N
2015,6,16,55.1875,-129.0567,0.3,N
2019,5,10,55.4716,-127.7261,11.5,H
2019,5,11,55.5105,-127.8157,0.7,H
2019,5,21,55.4588,-127.8787,0.009,H
2019,6,27,55.5963,-127.7627,0.009,N
2019,7,2,55.5638,-127.8073,0.9,N
2019,5,2,55.4927,-128.7936,0.009,H
2019,5,11,55.8015,-128.8971,0.009,H
2019,6,30,56.0669,-129.0569,0.009,N
2019,6,30,56.0657,-129.0502,0.009,N
2019,7,16,56.2232,-129.064,0.1,N
2019,7,16,56.1405,-129.2489,0.2,N
2019,7,23,55.9926,-129.252,0.009,N
2019,8,14,55.9939,-129.2482,0.009,H
2018,5,8,55.6669,-128.2556,75.0,H
2018,5,16,55.4465,-127.728,3.0,H
2018,5,17,55.4899,-128.2632,1.4,H
2018,5,17,55.505,-128.2797,0.009,H
2018,8,1,55.5625,-127.806,562.0,N
2018,8,3,55.5627,-127.7882,0.009,N
2017,10,4,55.3562,-127.5902,0.009,H
2016,4,21,55.2738,-127.5619,0.06,H
2016,8,14,55.2717,-127.5404,0.16,H
2015,7,20,55.1666,-126.9072,0.009,N
2015,8,18,54.9412,-127.1765,0.009,H
2019,6,26,54.8791,-127.0978,0.009,N
2019,7,2,55.5139,-127.0332,0.75,N
2019,7,2,55.2268,-127.0355,0.25,N
2019,7,7,55.0207,-127.28,0.009,N
2013,8,1,55.292,-124.9148,0.09,N
2013,8,3,55.2627,-125.356,0.3,N
2013,8,13,55.5361,-125.3293,0.009,N
2013,8,13,55.497,-125.6035,0.005,N
2013,8,1,55.3358,-124.2261,0.1,N
2013,7,31,55.3585,-124.7612,0.009,N
2013,8,7,55.3334,-123.6712,0.009,N
2013,8,7,55.3596,-123.6051,0.1,N
2017,7,7,55.5942,-126.0206,40.0,N
2017,8,6,55.6818,-125.8613,0.2,N
2017,9,1,55.3193,-123.5917,0.22,N
2015,5,22,55.587,-126.2198,0.009,N
2015,6,11,55.5053,-126.0669,0.03,N
2015,5,25,55.393,-124.0992,44.0,N
2015,5,24,55.5617,-124.3166,0.009,N
2016,6,10,55.341,-125.4298,0.009,N
2016,8,7,55.3512,-126.1861,0.009,N
2016,6,28,55.573,-126.542,0.009,N
2019,5,8,55.4847,-125.9637,2.5,H
2016,6,28,55.4258,-121.752,0.009,N
2016,6,28,55.1792,-121.0497,0.009,N
2016,6,28,55.6962,-122.1497,0.009,N
2016,6,28,55.6847,-122.1444,0.009,N
2017,5,22,55.5546,-122.4457,0.009,H
2017,8,3,55.4026,-122.082,58.0,N
2017,8,15,55.3594,-121.4054,0.009,H
2017,8,3,55.3093,-121.8806,0.009,N
2016,4,18,55.2213,-121.3001,1.7,H
2016,5,7,55.1102,-121.1576,0.99,H
2015,5,11,55.6095,-121.9048,1.25,H
2015,5,21,55.625,-122.3067,0.1,N
2015,5,21,54.8473,-121.2175,0.5,N
2015,5,21,55.4208,-121.6365,4.0,N
2015,5,24,55.2882,-121.7375,6.5,N
2015,5,25,54.9867,-121.365,0.3,N
2015,5,26,55.5444,-122.6204,0.025,N
2015,6,10,55.297,-121.697,0.009,H
2015,7,11,54.9546,-121.3303,0.009,N
2015,7,11,54.9055,-121.0057,0.009,N
2015,8,15,55.1503,-121.4955,5.6,N
2015,9,24,55.5003,-121.7818,0.009,N
2016,4,10,55.1639,-121.0129,4.6,H
2019,4,2,55.6125,-121.9392,0.2,H
2019,4,11,55.6633,-121.7277,0.2,U
2019,5,27,55.5836,-121.9568,0.2,U
2019,7,14,55.4806,-121.5309,0.136,N
2013,8,2,55.383,-122.593,0.009,N
2013,8,1,55.3612,-122.8642,0.009,N
2013,8,1,55.6287,-123.3774,0.009,N
2013,8,20,55.3301,-123.0555,0.009,H
2016,6,23,55.0096,-121.7035,2.0,N
2017,6,2,54.3943,-121.7265,21.6,N
2017,7,7,54.3304,-121.8531,0.09,N
2017,7,7,54.2728,-121.7548,0.009,N
2017,7,17,54.3165,-121.6046,43.1,N
2017,8,8,55.0653,-122.172,0.009,N
2017,8,6,55.1758,-122.7005,0.009,N
2017,8,6,55.1581,-122.6785,0.009,N
2017,8,6,55.1165,-122.6297,0.009,N
2017,8,6,55.1242,-122.674,0.009,N
2017,8,6,54.6935,-121.1686,0.12,N
2017,8,7,54.5773,-121.2873,2.0,N
2017,8,8,54.7557,-121.3269,229.0,N
2015,7,15,54.7634,-121.7439,0.009,N
2015,9,29,54.0844,-121.4901,0.009,H
2015,8,18,55.4049,-123.1447,0.8,H
2015,8,18,55.4078,-123.1474,0.15,H
2015,5,21,54.94,-122.2528,6.1,N
2015,5,26,54.9444,-122.264,0.2,N
2015,6,16,54.5418,-121.1886,0.009,N
2015,7,7,54.0913,-120.3234,440.0,N
2019,8,6,54.9807,-122.2665,0.009,N
2019,10,15,54.0804,-121.0183,0.009,N
2016,4,18,55.669,-120.7123,475.0,H
2016,4,18,55.4233,-120.1574,18.0,H
2016,4,18,55.6003,-121.5755,9.7,H
2016,4,18,55.6131,-121.4046,539.0,H
2016,4,19,55.627,-120.5835,14.0,H
2016,4,30,55.459,-120.3269,74.0,H
2016,5,4,55.4111,-120.0976,0.5,H
2016,5,23,55.2921,-120.3042,0.009,H
2015,4,12,55.587,-121.5882,0.009,H
2015,5,17,55.198,-120.2738,15.0,H
2015,7,11,55.6133,-121.5692,0.009,H
2013,5,15,54.6551,-124.7109,0.2,H
2013,6,8,54.4077,-124.4776,0.72,H
2013,8,1,54.8096,-124.7551,0.009,N
2013,8,2,55.2242,-124.3541,0.9,N
2013,8,2,54.8267,-124.084,0.2,N
2013,7,31,55.1148,-124.5851,2.5,N
2013,8,1,54.7734,-124.4209,0.009,N
2013,8,2,54.811,-124.4459,0.1,N
2013,8,11,54.9217,-123.9482,0.2,N
2013,8,11,54.8563,-124.1093,0.1,N
2013,8,11,54.8145,-125.2889,0.009,N
2013,8,2,54.9662,-124.4591,0.009,N
2013,8,2,54.9615,-124.4591,0.009,N
2013,8,11,54.899,-124.3356,0.009,N
2013,8,13,54.5513,-124.3386,0.2,N
2013,9,15,54.7215,-124.6906,0.009,N
2013,7,29,55.1048,-123.5591,0.1,N
2013,8,1,55.202,-123.6265,6.2,N
2017,8,30,54.1819,-125.0951,0.16,N
2017,7,9,55.2457,-126.1482,0.2,N
2017,7,9,55.0816,-125.8424,122.2,N
2017,8,9,54.9257,-126.5359,0.009,H
2017,4,24,54.2843,-124.2657,0.8,H
2017,7,7,54.1569,-124.4214,3.4,N
2017,7,7,54.1641,-124.5565,1590.0,N
2017,4,25,54.5775,-124.5605,0.8,H
2017,7,4,54.6416,-124.9958,0.5,H
2017,7,7,55.1333,-125.7791,0.009,N
2017,7,6,55.1355,-125.7917,0.1,N
2017,6,19,54.304,-124.4378,0.1,N
2017,7,8,55.2206,-126.0356,4.0,N
2017,7,8,55.175,-124.9345,6.5,H
2017,7,29,55.1987,-124.8431,0.12,N
2017,7,29,55.1874,-124.867,0.05,N
2017,8,29,55.1118,-124.7133,0.2,N
2017,8,29,55.0483,-124.802,0.06,N
2017,10,7,55.1992,-125.3077,4.0,H
2017,7,17,55.3235,-123.9398,0.4,N
2017,9,9,55.0838,-123.6552,0.009,H
2015,6,23,54.1048,-124.63,0.2,N
2015,5,12,54.7014,-124.7976,6.1,H
2015,5,24,54.764,-124.8485,6.7,N
2015,5,27,55.1737,-124.3008,0.009,N
2015,7,20,55.0783,-125.1137,0.15,N
2015,7,20,55.1048,-125.1558,0.009,N
2015,8,15,54.7858,-124.5796,0.6,H
2016,3,30,54.6408,-124.6792,1.2,H
2015,5,11,55.101,-123.9517,0.5,H
2015,5,16,55.1283,-123.8802,3.6,H
2015,5,25,55.2131,-123.5628,1.3,N
2015,5,27,55.0834,-123.7943,1.3,N
2016,7,18,54.3038,-124.8641,3.0,N
2016,4,20,54.5752,-124.4787,0.75,H
2016,8,7,55.2367,-124.2872,0.2,N
2016,8,25,54.6298,-124.6807,0.009,H
2016,7,9,54.2307,-125.1423,0.009,N
2016,5,29,54.8599,-126.132,0.1,H
2016,6,28,55.2914,-126.4582,0.009,N
2016,6,28,55.0031,-126.0205,0.009,N
2016,6,28,54.9517,-126.0277,0.2,N
2015,7,20,54.2553,-125.177,2.0,N
2015,6,16,55.327,-126.4892,0.009,N
2015,7,12,55.1678,-126.3137,0.009,N
2015,7,20,55.0384,-126.4888,0.009,N
2019,5,21,55.6684,-126.7496,0.17,H
2019,8,8,54.3248,-124.9638,2.0,H
2019,6,26,54.6303,-124.6807,0.009,H
2019,7,2,54.3452,-124.6076,0.009,N
2019,8,7,54.7753,-124.5767,0.009,N
2019,9,19,54.7197,-125.9072,0.009,N
2019,5,2,55.3286,-126.4556,0.009,H
2019,6,3,55.2875,-126.5924,0.1,H
2019,7,1,54.946,-126.6236,0.009,N
2015,7,2,54.4189,-128.6705,0.009,H
2015,7,9,54.645,-128.6736,0.1,H
2015,7,19,54.4988,-128.9654,0.009,H
2015,8,11,54.4739,-128.5017,0.5,H
2016,6,18,54.4683,-128.5062,0.009,H
2016,7,16,54.4646,-127.8497,0.009,N
2016,7,18,54.8167,-128.3634,0.01,N
2016,8,2,54.8884,-128.8337,0.03,H
2016,8,14,54.53,-128.4397,0.009,H
2016,8,15,54.4141,-128.5357,0.009,H
2016,8,17,54.4198,-128.615,0.009,H
2016,8,20,54.4189,-128.6704,0.009,H
2016,8,27,54.4198,-128.615,0.009,H
2016,4,19,55.2379,-128.048,0.6,H
2016,4,21,55.2462,-128.0511,0.9,H
2016,4,21,55.2803,-128.0729,0.009,H
2016,7,14,54.926,-128.4187,0.009,N
2017,3,31,55.1296,-128.0886,6.0,H
2015,5,10,55.0367,-127.3389,0.4,H
2015,5,5,55.0837,-127.2806,0.009,N
2015,7,20,55.0709,-127.4886,1.5,N
2015,4,9,55.2435,-128.0498,2.6,H
2015,4,22,55.197,-127.6915,0.1,H
2015,5,15,55.2831,-128.0116,0.009,N
2015,6,9,54.8699,-128.3683,0.009,H
2015,7,2,54.99,-128.2789,0.009,H
2015,7,5,55.2641,-127.6323,0.009,H
2015,7,1,55.1584,-127.7275,0.1,N
2015,7,8,55.0425,-128.2798,2.0,H
2016,3,31,55.1052,-127.9789,0.9,H
2015,4,9,54.5602,-128.6226,0.009,H
2015,5,25,54.4792,-128.6572,0.4,H
2015,6,9,54.5727,-128.7053,0.1,H
2015,6,14,54.5233,-128.568,0.15,H
2019,6,26,54.9909,-127.3815,0.2,N
2019,4,12,55.1997,-127.7236,14.7,H
2019,4,20,55.2637,-127.6141,0.15,H
2019,5,5,55.1162,-128.0206,0.95,H
2019,5,13,55.1799,-127.7196,0.1,H
2019,6,29,55.015,-128.2501,0.1,U
2019,7,10,55.0543,-128.1029,0.009,N
2019,8,13,55.159,-127.3354,0.031,N
2019,5,8,54.4548,-128.4954,0.15,H
2019,5,29,54.8575,-128.7847,0.15,H
2019,6,26,54.8529,-128.9483,1.5,N
2019,7,2,54.8442,-128.8228,0.009,H
2019,7,8,54.9861,-128.9897,0.009,N
2019,7,9,54.8148,-128.2835,0.009,H
2019,7,22,54.5528,-128.4959,0.009,N
2019,8,29,55.0823,-128.9746,0.1,H
2019,8,17,54.4812,-128.6602,0.15,H
2018,5,20,54.8262,-127.9041,0.1,N
2018,8,4,55.0241,-127.3421,0.9,H
2018,4,28,55.0675,-128.2314,12.3,H
2018,5,13,55.1254,-127.7808,0.5,H
2018,5,19,55.075,-128.2506,0.05,N
2018,5,19,55.0892,-128.2421,0.1,N
2018,6,20,55.3952,-128.3277,1.9,N
2018,6,20,55.0699,-127.9619,0.5,N
2018,6,20,55.0804,-128.2545,0.1,N
2018,6,20,55.097,-128.2233,0.009,N
2018,6,20,55.1757,-127.9871,0.1,N
2018,6,20,55.2596,-128.0953,0.2,N
2018,6,20,55.2701,-128.1518,0.009,N
2018,6,20,55.2936,-127.8145,0.009,N
2018,6,23,55.1771,-127.9933,0.15,N
2018,7,14,55.0043,-128.3409,12.1,H
2018,7,27,55.2598,-128.0332,0.2,N
2018,8,9,55.2038,-128.1227,357.0,N
2018,8,13,55.1017,-128.1434,0.1,H
2018,8,13,54.9093,-128.3796,0.009,H
2018,10,2,55.3655,-127.8307,14.2,H
2018,6,10,54.6239,-128.6421,0.009,H
2018,6,21,54.7711,-128.7378,0.009,N
2018,7,26,54.6756,-127.9303,868.7,N
2018,9,27,54.4916,-128.5556,0.005,H
2018,10,2,54.5268,-128.5049,0.009,H
2018,10,4,54.4331,-128.5998,0.009,H
2018,10,4,54.8488,-128.9238,2.7,H
2018,10,5,54.4578,-128.545,0.009,H
2016,4,18,55.25,-120.0185,18.0,H
2017,5,30,54.2805,-121.996,0.009,N
2017,7,26,54.3565,-122.3441,0.009,N
2017,7,7,54.3365,-122.3504,0.009,N
2017,8,2,54.0161,-121.7574,0.3,N
2015,4,12,54.1118,-122.0641,0.009,H
2015,5,12,54.1237,-122.0173,0.1,H
2015,5,21,55.138,-122.9354,0.4,N
2015,6,14,55.0522,-122.9616,0.1,N
2015,6,29,55.1415,-122.9889,0.009,N
2016,5,12,55.1756,-122.7877,0.009,H
2016,4,17,54.1154,-122.0533,0.009,H
2016,4,19,54.1173,-121.9434,14.0,H
2016,6,2,54.1301,-122.4472,0.009,N
2016,6,30,54.4735,-122.1883,0.009,N
2016,7,16,54.3026,-122.0512,0.009,N
2016,9,4,54.0114,-122.2828,0.009,H
2015,5,19,54.088,-121.7851,0.009,N
2015,5,22,54.3521,-122.3745,0.009,N
2015,5,27,54.395,-122.08,0.1,N
2015,5,24,53.891,-121.7033,0.1,N
2019,5,10,54.0487,-122.3698,2.0,H
2019,5,12,54.075,-121.8646,0.5,U
2019,6,15,54.921,-122.8639,2.7,N
2019,6,29,54.0023,-122.4609,0.02,N
2019,7,21,54.139,-122.3329,0.009,N
2019,9,8,54.0296,-122.3607,0.009,H
2013,8,2,54.729,-124.1405,0.2,N
2013,8,2,54.7293,-124.1426,0.009,N
2013,8,12,54.5221,-123.59,0.1,N
2013,8,12,54.5019,-123.6628,0.009,N
2013,8,12,54.5002,-123.668,0.12,N
2013,8,11,54.5347,-124.0219,0.009,N
2013,8,11,54.4367,-123.4719,0.3,N
2013,9,15,54.6811,-124.4677,0.1,N
2013,9,15,54.654,-124.5783,0.2,N
2013,8,17,55.1249,-123.1178,0.24,H
2013,8,12,55.1798,-123.1395,0.009,N
2013,9,16,55.0485,-123.0839,0.0,H
2017,4,29,53.3012,-122.6894,0.009,H
2017,5,7,53.3511,-122.6203,23.3,H
2017,5,21,54.0211,-122.4976,0.009,H
2017,5,23,54.3062,-122.6243,0.009,H
2017,5,22,54.0378,-123.206,0.009,H
2017,6,1,53.7762,-123.2972,0.009,N
2017,5,5,54.2887,-122.5103,0.2,N
2017,6,1,54.1409,-123.3637,63.7,N
2017,6,15,54.0663,-122.4157,0.009,H
2017,6,22,53.9839,-123.2198,2.9,H
2017,6,29,53.9889,-122.8772,0.2,H
2017,7,2,53.8688,-123.0919,0.009,N
2017,7,7,53.6898,-123.0613,0.009,N
2017,7,7,53.7198,-123.0563,0.009,N
2017,7,7,53.6606,-123.1363,1.2,N
2017,7,7,53.2447,-122.5258,0.5,N
2017,7,7,53.9916,-122.8632,0.009,N
2017,7,2,53.9583,-122.8618,0.009,N
2017,7,7,54.0401,-122.8841,0.02,N
2017,7,7,54.3935,-122.9143,97.9,N
2017,7,7,53.7884,-123.0458,8.9,N
2017,7,7,54.8577,-123.2306,60.2,N
2017,7,7,53.9945,-122.8824,0.009,N
2017,7,12,54.4162,-123.0926,0.99,N
2017,7,7,54.5985,-123.1596,0.33,N
2017,7,7,54.7072,-123.09,0.2,N
2017,7,18,54.8061,-123.3433,11.8,H
2017,7,7,54.648,-123.1435,1.1,N
2017,7,7,54.3225,-122.8296,0.004,N
2017,7,7,54.0871,-122.7871,0.002,N
2017,7,12,53.8,-122.3167,0.8,N
2017,7,15,53.8805,-122.9904,0.009,H
2017,7,9,53.9955,-122.8742,0.009,N
2017,7,7,54.639,-123.1448,0.009,N
2017,7,13,54.6708,-123.5626,0.7,N
2017,7,22,53.9299,-123.1766,0.5,N
2017,7,15,53.7897,-122.3068,0.025,N
2017,7,7,53.8573,-122.3338,0.1,N
2017,7,30,54.0389,-123.3083,0.1,H
2017,8,3,53.9307,-122.9375,0.009,H
2017,7,29,54.2491,-123.1201,0.12,N
2017,7,29,54.2397,-123.1861,5.2,N
2017,7,22,54.6223,-122.8652,0.1,N
2017,7,7,54.2374,-123.0128,0.03,N
2017,8,9,53.7484,-122.8978,0.009,H
2017,8,12,53.9304,-123.0131,0.5,N
2017,7,26,54.1,-122.8046,0.1,N
2016,3,31,52.6428,-122.5065,1.0,H
2016,4,2,52.56,-122.4842,8.0,H
2016,4,8,52.5161,-122.4508,0.58,H
2016,4,8,52.5151,-122.4509,0.5,H
2016,5,20,52.9587,-122.6574,0.009,H
2016,6,29,52.59,-122.5002,0.009,N
2016,8,2,53.275,-122.7417,0.2,N
2017,4,28,53.9441,-123.8795,0.009,H
2017,7,8,53.6092,-123.6682,180.0,N
2017,7,8,53.9065,-123.9916,0.0,H
2017,8,11,53.8724,-123.6429,0.009,H
2017,8,12,53.8856,-123.6415,0.009,N
2017,8,20,53.9066,-123.7622,0.009,H
2017,9,11,53.9369,-123.8587,0.009,H
2017,6,25,54.209,-123.8047,3.7,N
2017,9,9,54.5389,-123.7748,0.05,N
2017,10,3,54.3515,-124.0438,0.008,U
2015,4,13,53.7255,-123.1322,0.05,H
2015,4,20,53.9419,-122.9109,0.2,H
2015,4,26,54.2483,-122.6088,0.1,H
2015,4,28,53.9378,-122.9614,0.009,H
2015,5,1,54.0651,-122.9949,0.009,H
2015,5,8,53.6909,-123.4334,25000.0,H
2015,5,9,53.8745,-122.5557,0.6,H
2015,5,12,54.0871,-122.8553,0.1,H
2015,5,15,53.7453,-122.477,0.2,N
2015,7,11,54.0745,-122.9092,0.009,H
2015,7,19,53.284,-122.5634,0.009,H
2015,7,20,54.5323,-122.9989,0.009,N
2015,7,20,53.9991,-123.2426,0.001,N
2015,7,23,54.0557,-122.9447,0.3,H
2015,7,24,53.8743,-122.5535,0.009,H
2015,7,22,54.2646,-122.7805,0.04,N
2015,7,20,54.2686,-122.9827,0.1,N
2015,7,20,53.827,-122.3372,0.04,N
2015,7,20,54.5365,-122.9415,0.05,N
2015,7,20,54.7796,-123.3954,0.4,N
2015,9,12,54.1565,-123.3721,0.009,H
2016,3,16,53.7531,-122.5044,0.009,H
2016,3,20,53.8691,-123.359,0.009,H
2015,5,9,53.8313,-123.6622,0.4,H
2015,5,21,53.9254,-123.5529,0.009,N
2015,7,20,53.8823,-123.8771,0.009,N
2015,8,5,54.1511,-124.3297,0.009,H
2015,8,24,53.9488,-123.8496,0.3,H
2015,8,28,54.1617,-123.7609,1.4,N
2015,8,8,54.5721,-124.3001,0.1,N
2015,8,19,54.7448,-124.0818,0.009,H
2016,6,5,53.8881,-123.4666,0.009,H
2016,6,5,53.927,-123.7253,0.009,H
2016,6,6,53.8868,-124.0045,0.15,H
2016,9,14,53.8648,-123.957,0.009,H
2016,5,12,54.3636,-124.2822,0.009,H
2016,8,5,54.5003,-124.3065,0.3,N
2016,6,24,55.0853,-123.0285,0.009,N
2016,3,9,53.9602,-122.919,0.009,H
2016,4,15,53.9349,-122.7066,0.94,H
2016,4,18,53.9925,-122.7585,4.1,H
2016,4,18,53.8556,-123.1242,0.009,H
2016,5,1,53.9324,-122.9542,0.009,H
2015,4,13,52.7625,-122.1541,0.8,H
2015,5,4,52.6166,-122.4574,0.2,H
2015,5,19,53.0472,-122.4501,0.2,N
2015,5,21,52.9465,-122.469,0.009,H
2015,7,6,52.7983,-122.4996,0.009,H
2015,7,29,52.6344,-122.4544,0.1,H
2015,8,3,52.6525,-122.5226,0.009,N
2015,3,26,52.6676,-122.4554,2.4,H
2016,5,3,53.5435,-122.6997,0.03,H
2016,5,12,53.9466,-122.4994,0.09,H
2016,5,14,54.9887,-123.0334,0.0,H
2016,5,10,53.79,-123.5902,0.009,H
2016,5,15,53.9583,-122.9321,0.009,H
2016,5,23,53.4262,-122.5811,0.2,H
2016,5,24,53.8094,-122.4919,0.1,H
2016,6,4,53.8794,-123.4102,0.009,H
2016,6,8,54.5921,-122.7113,0.001,N
2016,6,27,54.2206,-122.598,0.009,H
2016,6,28,53.4157,-122.1813,0.016,N
2016,7,9,54.0339,-123.1146,0.009,N
2016,7,14,53.7192,-122.8431,0.1,H
2016,7,25,54.0394,-123.2006,0.009,H
2016,8,5,53.6805,-122.868,0.009,H
2016,8,6,53.8511,-122.9078,0.009,H
2016,8,9,53.6522,-123.1245,0.01,H
2016,8,10,54.5235,-123.5009,2.3,N
2016,8,13,54.0872,-122.9113,0.009,N
2016,8,13,53.8094,-122.4918,0.009,H
2016,8,12,53.934,-123.0483,0.1,H
2016,8,19,53.7962,-123.403,7.0,H
2016,4,1,53.8391,-123.6838,1.0,H
2016,4,8,53.9288,-123.576,0.009,H
2016,4,9,53.8351,-123.827,0.95,H
2016,4,16,53.943,-123.5745,0.3,H
2016,4,12,53.9764,-123.8094,17.6,N
2016,4,18,53.8905,-123.7398,1.1,H
2016,5,14,54.3015,-124.2846,0.009,H
2016,5,17,53.9135,-123.5871,0.009,H
2016,5,21,53.839,-123.7194,0.4,H
2016,5,23,53.7745,-123.6179,0.009,H
2015,5,16,53.8929,-123.2511,0.009,H
2015,5,16,54.5177,-122.7133,0.4,H
2015,5,18,53.8584,-123.4076,0.009,N
2015,5,19,54.0501,-123.1757,0.009,N
2015,5,20,53.9019,-122.9583,6.0,H
2015,5,18,53.9339,-123.2616,0.009,N
2015,5,24,53.6693,-123.4932,0.009,H
2015,5,25,53.4057,-122.4915,0.009,N
2015,7,1,54.057,-122.9419,0.009,H
2015,7,3,53.5405,-122.6449,0.009,H
2015,7,4,53.8592,-122.2495,0.009,H
2015,6,16,53.4059,-122.6899,0.009,N
2018,7,30,52.6546,-121.9325,16.0,N
2019,4,20,54.1086,-123.1153,0.2,H
2019,4,25,53.7573,-123.1083,0.1,U
2019,4,28,53.9605,-122.9183,0.2,H
2019,4,29,53.9811,-122.5393,0.5,U
2019,5,2,54.0994,-123.039,0.009,H
2019,5,8,54.0446,-122.9841,0.2,U
2019,5,11,54.0491,-123.0033,0.2,H
2019,5,12,54.036,-122.7455,0.2,H
2019,5,13,53.7326,-122.2988,8.3,H
2019,5,17,53.9209,-122.8958,0.009,H
2019,5,26,53.9541,-123.247,0.009,H
2019,5,28,53.8767,-123.4209,0.1,H
2019,5,28,54.1634,-122.9108,2.5,N
2019,6,9,53.7832,-122.2779,0.009,H
2019,6,15,53.8412,-123.1404,3.5,H
2019,6,26,54.4117,-122.7788,0.009,N
2019,6,27,54.3183,-123.1818,0.009,H
2019,7,3,54.0695,-122.441,0.009,H
2019,7,7,54.0206,-122.4872,0.009,N
2019,7,14,53.9699,-122.9847,0.009,H
2019,8,6,54.1303,-123.2642,0.009,H
2019,8,12,54.4424,-122.5847,0.009,N
2019,4,7,54.0863,-124.0145,0.009,H
2019,8,6,53.8493,-123.8059,0.009,H
2019,8,20,54.0854,-123.6097,0.2,H
2019,5,3,54.3766,-124.1196,0.6,U
2019,5,11,54.6633,-124.4156,0.54,H
2019,5,22,54.4018,-124.336,0.009,H
2019,6,26,54.7599,-123.841,0.3,N
2019,7,12,54.6242,-124.3546,0.01,N
2019,4,5,52.873,-122.4916,0.2,H
2019,4,9,52.8778,-122.4746,0.009,H
2019,4,12,53.026,-122.4894,0.8,H
2019,4,12,53.0244,-122.4878,0.6,H
2019,4,12,53.0156,-122.4884,0.009,H
2019,4,12,53.0155,-122.4916,0.6,H
2019,4,16,53.0662,-122.3666,0.2,H
2019,6,5,52.9283,-122.1855,0.1,H
2019,6,24,53.1972,-122.4026,0.009,H
2018,7,31,53.0547,-122.1067,0.0,N
2018,7,31,53.137,-122.2758,0.3,N
2018,7,31,53.0812,-122.1607,0.0,N
2018,7,17,53.1399,-122.6806,0.009,N
2018,12,14,52.5413,-122.4908,6.39,H
2018,12,14,52.659,-122.4522,0.009,U
2019,3,29,52.7491,-122.4416,8.0,U
2017,7,7,52.8911,-122.2747,0.0,N
2015,6,27,53.0389,-127.4585,1159.3,N
2015,6,10,54.0634,-128.4128,1.5,N
2015,8,1,54.4358,-128.8378,0.009,H
2015,6,29,53.3148,-128.427,142.3,N
2016,6,1,52.4431,-126.2774,0.1,H
2016,8,6,52.7754,-127.0041,10.0,N
2016,6,28,54.2499,-129.4437,0.009,H
2016,7,16,54.0184,-128.6094,0.015,N
2016,7,16,54.0704,-128.6223,0.009,N
2016,7,16,53.9698,-128.5995,0.009,N
2016,7,15,54.0226,-128.7379,0.009,N
2016,7,16,54.3772,-128.6525,0.009,N
2016,7,16,53.9543,-128.782,13.0,N
2016,8,19,53.7051,-128.9026,0.009,H
2016,7,16,54.3859,-128.6573,0.009,N
2016,8,4,53.5994,-127.2363,9.8,N
2016,8,13,54.0174,-127.7597,0.1,H
2016,5,12,54.4094,-128.8272,8.0,H
2015,4,20,53.9323,-128.7245,0.009,H
2015,5,1,53.9681,-128.643,0.3,H
2015,6,7,54.1158,-128.5893,0.2,H
2015,6,9,54.0215,-128.7147,0.75,H
2015,6,13,54.1622,-128.6537,0.15,H
2015,6,15,54.3456,-128.6061,0.3,N
2015,6,24,54.2419,-128.5352,0.009,H
2019,5,12,54.0835,-128.4554,2.7,H
2019,7,6,54.261,-128.5219,0.009,N
2019,7,8,54.1337,-128.1952,0.5,N
2019,7,23,54.4372,-129.1107,0.009,N
2019,7,23,54.3917,-129.1311,0.009,N
2019,10,9,54.4085,-128.5017,0.5,H
2019,7,10,52.607,-127.0733,30.0,N
2019,9,1,52.369,-126.0678,0.009,H
2018,6,16,54.1132,-128.6215,0.009,H
2018,6,21,54.4209,-128.8494,0.02,N
2018,7,2,54.3946,-129.071,0.009,H
2018,7,3,54.0522,-128.5944,0.009,N
2018,7,28,53.9325,-128.7209,0.009,H
2018,7,29,53.4856,-127.7353,39.7,N
2018,7,30,53.6511,-127.9161,159.4,N
2018,8,2,54.309,-128.5561,0.009,H
2018,10,1,54.4029,-128.5172,0.2,H
2018,10,9,54.097,-128.5846,0.09,H
2017,5,31,54.8059,-127.2469,0.009,N
2017,5,31,54.8035,-127.2442,0.009,N
2019,6,27,54.9141,-127.4224,0.0,N
2017,4,27,54.0178,-126.1924,1.6,H
